"Date","Path","MaxId"
2017-12-28 15:59:52,"./data/initial/HQ_initial_FY2018.rds",0
2017-12-29 11:07:50,"./data/intermediate/HQ_FY20182017_12_29_11_07_50.rds",56
2017-12-29 11:30:56,"./data/intermediate/HQ_FY20182017_12_29_11_30_56.rds",56
2017-12-29 17:22:05,"./data/intermediate/HQ_FY20182017_12_29_17_22_05.rds",56
